,text,label,Emotions,Emotions_Label,cluster
57,i agree but for me im more interested in the government officials amp congress since they are implementing policies against us...i want to know what medications they are on what it is for amp are they following the cdc guidelines just like us including uas,masking and distancing,"[{'label': 'approval', 'score': 0.9911104440689087}]",approval,1
58,if antifa just means antifascism than why did president biden condemn them,,"[{'label': 'confusion', 'score': 0.8547608852386475}]",confusion,0
59,breaking: the cdc says inperson learning for students this fall is a priority *new guidelines state vaccinated teachers staff amp students dont need to wear masks inside school buildings *unvaxxed should still mask/socially distance in classroom ,masking and distancing,"[{'label': 'neutral', 'score': 0.9824482798576355}]",neutral,1
60,yes i did it said specifically that the extra hour was only for local elections,,"[{'label': 'approval', 'score': 0.861758828163147}]",approval,0
61,as of : am monday masks will no longer be required in pennsylvania except in certain situations outlined in cdc guidelines ,masking and distancing,"[{'label': 'approval', 'score': 0.8733601570129395}]",approval,0
62,a: some schools such as are not creating their own policies but are following cdc guidelines a safe and effective course of action ,masking and distancing,"[{'label': 'approval', 'score': 0.9470825791358948}]",approval,0
63,hey you want the silent majority outside of to rise up in let your health ,,"[{'label': 'caring', 'score': 0.670591413974762}]",caring,0
64,while i would trust russia over china anyday however they should have conducted phase clinical trail... ,vaccination,"[{'label': 'approval', 'score': 0.7047735452651978}]",approval,0
65,who is the best pm ,vaccination,"[{'label': 'curiosity', 'score': 0.979633092880249}]",curiosity,0
66,cdc guidelines does not recognize astrazeneca/moderna mix as being fully vaccinated all cruise ships are not allowing canadians to sail who had mixed doses so glad we listened to jt you wonder why there is vaccine hesitancy,vaccination,"[{'label': 'curiosity', 'score': 0.6468595266342163}]",curiosity,1
67,oxford university covid vaccine trial put on hold due to adverse reaction in participant ,vaccination,"[{'label': 'neutral', 'score': 0.9922850131988525}]",neutral,0
68,next step is not to take the first or even second rounds of the new just wait a little until you do ,vaccination,"[{'label': 'neutral', 'score': 0.9113479852676392}]",neutral,1
69,lingo ink presents open mindz health amp wellness vs vaccines episode via ,vaccination,"[{'label': 'neutral', 'score': 0.998214840888977}]",neutral,0
70,vaccine watch: pfizers internal covid vaccine trial report finds no major safety issue check details ... ,vaccination,"[{'label': 'neutral', 'score': 0.7092550992965698}]",neutral,0
71,apparently i am not the only one worried that will trade americas health for his own needs by politicizing... ,,"[{'label': 'fear', 'score': 0.7222311496734619}]",fear,0
72,we had an amazing virtual discussion last friday with sigma xi fellow and virologist dr mark peeples here is... ,vaccination,"[{'label': 'excitement', 'score': 0.728050708770752}]",excitement,0
73,kll:asx could become a bagger stock by end of production ,,"[{'label': 'neutral', 'score': 0.9585273861885071}]",neutral,0
74,were at war with other countries are beginning to embrace third/booster shots but the has issued negligent advice in an apparent attempt to cover up for illadvised guidelines and to preserve what is left of summer make no mistake about our leaders,vaccination,"[{'label': 'neutral', 'score': 0.9305009841918945}]",neutral,1
75,leave fauci alone talk about trump and pence who were in charge cdc guidelines approved by administration your constituents elected you to govern not to create a witch hunt ,,"[{'label': 'neutral', 'score': 0.9073055982589722}]",neutral,0
76,so it has only taken less than months for countries/operators to reject people vaxxed with different makes the big cruise lines are following cdc guidelines and banning mixed vaxxed people did no one in our govt foresee this ,vaccination,"[{'label': 'realization', 'score': 0.6254593133926392}]",realization,1
77,who are these people ,vaccination,"[{'label': 'curiosity', 'score': 0.9949552416801453}]",curiosity,0
78,the moderna booster is very strong if you had a first shot pfizer i would stick with that the cdc guidelines state as much canada is just doing what is politically expedient and not what is in the best interest of the patient,vaccination,"[{'label': 'neutral', 'score': 0.7751600742340088}]",neutral,1
79,this is why they do not want kids in schools yet this is why need falsepositive covid numbers te... ,lockdown,"[{'label': 'neutral', 'score': 0.9711532592773438}]",neutral,0
80,"are you looking for a logo design for your brand
you are in the right place our designmasterteam would love to wo... ",,"[{'label': 'curiosity', 'score': 0.936134934425354}]",curiosity,0
81,nys otda and an aide to cuomo tell me nyc doesnt need state approval to move people back into shelters bc the governor lifted social distancing guidelines yesterday only rule is that people in shelters have to wear masks per cdc guidance they say,masking and distancing,"[{'label': 'neutral', 'score': 0.9672398567199707}]",neutral,1
82,asking people why they wear their masks outside against cdc guidelines via ,masking and distancing,"[{'label': 'curiosity', 'score': 0.752646267414093}]",curiosity,0
83,media slams sputnik v but stays silent as western pharma chases approval for its jabs ,vaccination,"[{'label': 'neutral', 'score': 0.9959374666213989}]",neutral,0
84,in an important development serum institute of india (sii) has started phase two and three clinical trials of its... ,vaccination,"[{'label': 'approval', 'score': 0.7137933969497681}]",approval,0
85,organizations like mine follow cdc guidelines amp make no efforts beyond what is explicitly stated as public health regulations there is been no hvac improvement there will be no masking there w/o a mandate the onus is on our federal and state institutions to protect the public,masking and distancing,"[{'label': 'neutral', 'score': 0.758623480796814}]",neutral,1
86,you have moral responsibility to guide people in the right path if you cant thats fine just shut up and not contradict at experts and cdc guidelines sneering at experts need to stop by right wing media bear in mind you are playing with peoples lives,masking and distancing,"[{'label': 'annoyance', 'score': 0.46899449825286865}]",annoyance,1
87,my opinion is the director of the cdc should be jailed for mass murder after issuing public health guidelines for the purpose of driving down worker wages,masking and distancing,"[{'label': 'anger', 'score': 0.5245176553726196}]",anger,1
88, today recommended its sputnik v for to year old persons however russian scientist ale... ,vaccination,"[{'label': 'neutral', 'score': 0.9961925745010376}]",neutral,0
89,our treatment centers continue to follow strict cdc operational guidelines and we encourage all new patients to bring their own reusable masks gaiters bandanas amp face masks w/valves are not permitted your new life is dawning at hope house ,masking and distancing,"[{'label': 'caring', 'score': 0.35939821600914}]",caring,1
90,educators unions appreciate the guidelines for cdc schools but acknowledge the challenges ,masking and distancing,"[{'label': 'admiration', 'score': 0.7886053323745728}]",admiration,0
91,cdc relaxes guidelines says vaccinated teachers and students do not need to wear masks in schools ,masking and distancing,"[{'label': 'neutral', 'score': 0.8670587539672852}]",neutral,0
92,thanks for your work i had allergic reaction to new shingles vaccine shot no an... ,vaccination,"[{'label': 'gratitude', 'score': 0.983565628528595}]",gratitude,0
93,girl i know from my old school went out without a mask even though she was fully vaccinated  idc what the cdc guidelines are but that just sounds really weird to me,masking and distancing,"[{'label': 'annoyance', 'score': 0.47041481733322144}]",annoyance,1
94,states health belong to us amp you cant tell us what to do because freedum cdc weve given you vaccines guidelines ppe amp metric assloads of $$$... states were dying cdc see above amp tell your citizens to stop being dumb,vaccination,"[{'label': 'annoyance', 'score': 0.7647226452827454}]",annoyance,1
95,the cdc has issued guidelines for postvaccination activities via ,vaccination,"[{'label': 'neutral', 'score': 0.9959157109260559}]",neutral,0
